commodity,exchange,report_date,contract_spec,subreport,open_interest,change_open_interest,change_prod_long,change_prod_short,change_swap_long,change_swap_short,change_swap_spreading,change_mm_long,change_mm_short,change_mm_spreading,change_other_long,change_other_short,change_other_spreading,prod_long,prod_short,swap_long,swap_short,swap_spreading,mm_long,mm_short,mm_spreading,other_long,other_short,other_spreading,traders_prod_long,traders_prod_short,traders_swap_long,traders_swap_short,traders_swap_spreading,traders_mm_long,traders_mm_short,traders_mm_spreading,traders_other_long,traders_other_short,traders_other_spreading,largest_gross_4_long,largest_gross_4_short,largest_gross_8_long,largest_gross_8_short,largest_net_4_long,largest_net_4_short,largest_net_8_long,largest_net_8_short
ROUGH RICE,CHICAGO BOARD OF TRADE,"June 24, 2025",,Old,1577,-681,-331,23,0,0,0,-19,-526,51,23,108,-93,690,1001,0,0,0,40,12,0,323,269,0,7.0,6.0,0.0,0.0,0.0,,,0.0,7.0,,0.0,41.1,71.8,57.3,80.8,41.1,71.8,57.3,80.8
ROUGH RICE,CHICAGO BOARD OF TRADE,"June 24, 2025",,Other,6980,-681,-331,23,0,0,0,-19,-526,51,23,108,-93,3487,1201,0,96,0,273,3542,137,1826,554,63,16.0,13.0,0.0,,0.0,,18.0,,16.0,5.0,4.0,34.1,26.7,50.7,43.0,34.1,26.7,50.7,41.4
LEAN HOGS,CHICAGO MERCANTILE EXCHANGE,"June 24, 2025",,All,375334,-4869,-2123,-5444,-291,1307,-2242,5834,226,-2875,-4179,2741,3145,26246,167037,67330,14101,4078,141722,10874,56770,28648,64540,26345,67.0,89.0,15.0,8.0,9.0,89.0,21.0,62.0,50.0,42.0,55.0,14.1,19.7,23.6,29.5,12.7,19.7,21.3,27.8
LEAN HOGS,CHICAGO MERCANTILE EXCHANGE,"June 24, 2025",,Old,237730,-4869,-2123,-5444,-291,1307,-2242,5834,226,-2875,-4179,2741,3145,12361,95801,39135,6458,2390,100313,27092,35216,22250,40022,12824,29.0,84.0,15.0,7.0,6.0,75.0,38.0,50.0,37.0,56.0,33.0,15.5,22.7,25.6,34.1,15.5,22.0,25.2,31.6
LEAN HOGS,CHICAGO MERCANTILE EXCHANGE,"June 24, 2025",,Other,137604,-4869,-2123,-5444,-291,1307,-2242,5834,226,-2875,-4179,2741,3145,13885,71236,28367,7815,1516,58290,663,4673,12247,30367,7672,54.0,79.0,14.0,7.0,5.0,57.0,5.0,17.0,38.0,28.0,33.0,19.1,19.5,29.2,29.7,17.8,19.4,27.8,29.6
LIVE CATTLE,CHICAGO MERCANTILE EXCHANGE,"June 24, 2025",,All,386965,4647,1820,323,-274,-364,919,-2852,-100,2946,-292,-567,1613,54019,186952,50761,4808,5235,156140,28587,38949,34755,56125,15325,93.0,172.0,15.0,6.0,10.0,101.0,19.0,54.0,47.0,44.0,62.0,11.6,16.4,20.0,25.5,11.6,16.3,19.8,25.0
LIVE CATTLE,CHICAGO MERCANTILE EXCHANGE,"June 24, 2025",,Old,386965,4647,1820,323,-274,-364,919,-2852,-100,2946,-292,-567,1613,54019,186952,50761,4808,5235,156140,28587,38949,34755,56125,15325,93.0,172.0,15.0,6.0,10.0,101.0,19.0,54.0,47.0,44.0,62.0,11.6,16.4,20.0,25.5,11.6,16.3,19.8,25.0
LIVE CATTLE,CHICAGO MERCANTILE EXCHANGE,"June 24, 2025",,Other,0,4647,1820,323,-274,-364,919,-2852,-100,2946,-292,-567,1613,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FEEDER CATTLE,CHICAGO MERCANTILE EXCHANGE,"June 24, 2025",,All,21267,1567,903,190,412,-570,498,-402,590,-4,-95,537,233,10071,8186,2986,1210,948,1402,1115,712,1625,5453,534,20.0,26.0,5.0,,,5.0,9.0,,5.0,16.0,11.0,46.7,39.2,65.8,52.1,44.6,32.9,58.8,43.8
FEEDER CATTLE,CHICAGO MERCANTILE EXCHANGE,"June 24, 2025",,Old,21267,1567,903,190,412,-570,498,-402,590,-4,-95,537,233,10071,8186,2986,1210,948,1402,1115,712,1625,5453,534,20.0,26.0,5.0,,,5.0,9.0,,5.0,16.0,11.0,46.7,39.2,65.8,52.1,44.6,32.9,58.8,43.8
FEEDER CATTLE,CHICAGO MERCANTILE EXCHANGE,"June 24, 2025",,Other,0,1567,903,190,412,-570,498,-402,590,-4,-95,537,233,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NON FAT DRY MILK,CHICAGO MERCANTILE EXCHANGE,"June 24, 2025",,All,10291,220,296,125,0,-10,5,0,32,22,0,112,-79,8555,5947,79,1664,405,0,149,205,0,1130,187,29.0,16.0,,4.0,4.0,0.0,,,0.0,8.0,5.0,57.1,48.0,67.2,67.0,57.1,45.1,67.2,61.5
NON FAT DRY MILK,CHICAGO MERCANTILE EXCHANGE,"June 24, 2025",,Old,10291,220,296,125,0,-10,5,0,32,22,0,112,-79,8555,5947,79,1664,405,0,149,205,0,1130,187,29.0,16.0,,4.0,4.0,0.0,,,0.0,8.0,5.0,57.1,48.0,67.2,67.0,57.1,45.1,67.2,61.5
NON FAT DRY MILK,CHICAGO MERCANTILE EXCHANGE,"June 24, 2025",,Other,0,220,296,125,0,-10,5,0,32,22,0,112,-79,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CME MILK IV,CHICAGO MERCANTILE EXCHANGE,"June 24, 2025",,All,21829,1782,1059,1191,747,0,33,-255,83,-26,22,81,289,10373,14970,8488,0,240,353,1015,476,342,3110,1135,26.0,28.0,4.0,0.0,,4.0,5.0,,6.0,7.0,7.0,43.7,38.1,67.3,58.4,42.7,36.7,64.9,54.3
CME MILK IV,CHICAGO MERCANTILE EXCHANGE,"June 24, 2025",,Old,21829,1782,1059,1191,747,0,33,-255,83,-26,22,81,289,10373,14970,8488,0,240,353,1015,476,342,3110,1135,26.0,28.0,4.0,0.0,,4.0,5.0,,6.0,7.0,7.0,43.7,38.1,67.3,58.4,42.7,36.7,64.9,54.3
CME MILK IV,CHICAGO MERCANTILE EXCHANGE,"June 24, 2025",,Other,0,1782,1059,1191,747,0,33,-255,83,-26,22,81,289,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOYBEANS,CHICAGO BOARD OF TRADE,"June 24, 2025",,All,838160,-8009,298,-14216,8775,-4101,-1597,-6189,20704,-11189,470,2930,2662,272342,428417,127813,14295,17466,131177,95781,108671,59088,38614,72898,153.0,165.0,27.0,14.0,22.0,69.0,53.0,73.0,60.0,63.0,79.0,12.3,19.5,21.3,28.1,9.2,12.5,14.9,18.0
SOYBEANS,CHICAGO BOARD OF TRADE,"June 24, 2025",,Old,162308,-8009,298,-14216,8775,-4101,-1597,-6189,20704,-11189,470,2930,2662,65178,93460,5773,2215,542,47447,18602,5872,17458,17964,7986,91.0,126.0,13.0,13.0,6.0,30.0,28.0,14.0,29.0,49.0,23.0,30.0,16.2,41.0,26.1,29.1,15.6,39.6,24.3
SOYBEANS,CHICAGO BOARD OF TRADE,"June 24, 2025",,Other,675852,-8009,298,-14216,8775,-4101,-1597,-6189,20704,-11189,470,2930,2662,207164,334957,126166,16206,12798,120833,114282,65696,55536,34556,51006,127.0,146.0,26.0,15.0,18.0,72.0,55.0,60.0,77.0,56.0,66.0,11.9,23.0,20.8,32.8,10.8,18.0,17.9,25.4
SOYBEAN OIL,CHICAGO BOARD OF TRADE,"June 24, 2025",,All,594109,-2734,-4372,-7024,-2154,1578,1453,2778,3358,-8654,1841,1104,6110,153886,324606,107973,10775,19193,85736,41961,75467,48449,28735,65689,81.0,90.0,23.0,7.0,19.0,74.0,27.0,54.0,40.0,32.0,51.0,12.5,20.8,19.7,29.8,9.0,15.6,15.0,21.2
SOYBEAN OIL,CHICAGO BOARD OF TRADE,"June 24, 2025",,Old,159583,-2734,-4372,-7024,-2154,1578,1453,2778,3358,-8654,1841,1104,6110,77729,97668,10861,8705,1919,26343,10468,11462,14790,14898,4997,64.0,74.0,12.0,8.0,10.0,33.0,17.0,23.0,33.0,21.0,23.0,23.8,14.3,34.3,24.2,22.3,13.6,30.4,22.4
SOYBEAN OIL,CHICAGO BOARD OF TRADE,"June 24, 2025",,Other,434526,-2734,-4372,-7024,-2154,1578,1453,2778,3358,-8654,1841,1104,6110,76157,226938,103281,8239,11105,73024,45124,50374,45414,25592,48937,64.0,75.0,21.0,7.0,11.0,68.0,31.0,46.0,37.0,34.0,41.0,11.9,25.3,20.7,36.8,9.8,24.0,17.5,31.3
SOYBEAN MEAL,CHICAGO BOARD OF TRADE,"June 24, 2025",,All,18486,2419,1500,1859,0,81,391,215,-781,721,-218,338,-190,13721,7672,196,5230,901,375,0,761,1272,2682,1240,9.0,7.0,,5.0,,,0.0,,,5.0,,67.6,63.1,84.8,82.3,50.9,40.0,59.8,53.1
SOYBEAN MEAL,CHICAGO BOARD OF TRADE,"June 24, 2025",,Old,18486,2419,1500,1859,0,81,391,215,-781,721,-218,338,-190,13721,7672,196,5230,901,375,0,761,1272,2682,1240,9.0,7.0,,5.0,,,0.0,,,5.0,,67.6,63.1,84.8,82.3,50.9,40.0,59.8,53.1
SOYBEAN MEAL,CHICAGO BOARD OF TRADE,"June 24, 2025",,Other,0,2419,1500,1859,0,81,391,215,-781,721,-218,338,-190,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANOLA,ICE FUTURES U.S.,"June 24, 2025",,All,257468,-4380,-3094,-6478,-4732,737,-80,3539,-304,2959,-1783,-525,-691,55968,187793,6531,15412,158,150867,11084,17677,16811,15375,8159,31.0,61.0,6.0,6.0,,91.0,13.0,19.0,51.0,73.0,24.0,25.8,30.9,39.0,51.2,25.8,30.4,38.5,48.1
CANOLA,ICE FUTURES U.S.,"June 24, 2025",,Old,12106,-4380,-3094,-6478,-4732,737,-80,3539,-304,2959,-1783,-525,-691,5748,10921,125,112,0,5223,110,185,771,659,0,11.0,9.0,,,0.0,7.0,,,12.0,4.0,0.0,73.0,89.5,85.7,96.0,73.0,89.5,85.5,95.2
CANOLA,ICE FUTURES U.S.,"June 24, 2025",,Other,245362,-4380,-3094,-6478,-4732,737,-80,3539,-304,2959,-1783,-525,-691,50220,176872,6549,15443,15,145825,11155,17311,16166,14842,8033,25.0,60.0,6.0,6.0,,91.0,13.0,18.0,45.0,74.0,24.0,25.6,28.9,39.1,49.8,25.6,28.6,38.6,46.9
COTTON NO. 2,ICE FUTURES U.S.,"June 24, 2025",,All,204881,-13028,-5073,-3089,-2247,-160,381,1769,-981,-1752,1804,-885,-6965,38093,50194,53765,9601,3353,34342,82571,23849,32935,15753,7111,48.0,36.0,27.0,6.0,11.0,56.0,75.0,51.0,48.0,30.0,26.0,13.7,12.9,22.5,21.1,12.8,12.3,21.3,20.6
COTTON NO. 2,ICE FUTURES U.S.,"June 24, 2025",,Old,232,-13028,-5073,-3089,-2247,-160,381,1769,-981,-1752,1804,-885,-6965,231,220,1,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,94.8,100.0,94.8,100.0,94.8,100.0,94.8
COTTON NO. 2,ICE FUTURES U.S.,"June 24, 2025",,Other,204649,-13028,-5073,-3089,-2247,-160,381,1769,-981,-1752,1804,-885,-6965,37862,49974,53764,9601,3353,34342,82571,23849,32935,15753,7111,48.0,35.0,27.0,6.0,11.0,56.0,75.0,51.0,48.0,30.0,26.0,13.8,12.9,22.5,21.1,12.8,12.4,21.3,20.7
FRZN CONCENTRATED ORANGE JUICE,ICE FUTURES U.S.,"June 24, 2025",,All,9305,-328,-115,-790,-46,0,4,-130,492,18,227,83,-80,2068,5013,529,0,77,1686,1681,32,2825,148,534,8.0,7.0,4.0,0.0,,6.0,12.0,,14.0,,7.0,32.5,49.2,49.0,60.8,32.5,49.2,47.6,60.7
FRZN CONCENTRATED ORANGE JUICE,ICE FUTURES U.S.,"June 24, 2025",,Old,8419,-328,-115,-790,-46,0,4,-130,492,18,227,83,-80,1593,4476,430,53,24,1686,1681,32,2860,148,314,8.0,7.0,,,,6.0,12.0,,14.0,,5.0,32.7,48.0,48.5,60.8,32.7,48.0,48.5,60.7
FRZN CONCENTRATED ORANGE JUICE,ICE FUTURES U.S.,"June 24, 2025",,Other,886,-328,-115,-790,-46,0,4,-130,492,18,227,83,-80,475,537,152,0,0,0,0,0,182,217,3,4.0,,,0.0,0.0,0.0,0.0,0.0,,4.0,,77.5,84.1,91.6,85.4,77.5,83.7,91.3,85.1
COCOA,ICE FUTURES U.S.,"June 24, 2025",,All,88225,-1212,2407,-405,696,-1772,-23,-2769,81,423,-633,627,132,21901,38465,8900,9666,3014,21832,7211,11728,5678,7394,4598,28.0,27.0,11.0,7.0,9.0,43.0,15.0,27.0,18.0,17.0,19.0,14.8,25.3,24.5,40.4,12.7,22.4,20.7,33.5
COCOA,ICE FUTURES U.S.,"June 24, 2025",,Old,41054,-1212,2407,-405,696,-1772,-23,-2769,81,423,-633,627,132,9709,14556,4485,8533,0,16673,8722,330,3567,4321,25,23.0,17.0,9.0,7.0,0.0,40.0,18.0,7.0,17.0,19.0,,17.7,40.7,29.4,53.6,16.7,40.7,27.3,53.1
COCOA,ICE FUTURES U.S.,"June 24, 2025",,Other,47171,-1212,2407,-405,696,-1772,-23,-2769,81,423,-633,627,132,12192,23909,6013,2731,1416,12742,6072,3815,4943,5905,1741,24.0,23.0,14.0,,6.0,20.0,18.0,17.0,19.0,10.0,12.0,23.2,28.5,35.3,48.6,22.9,28.1,34.7,47.8
SUGAR NO. 11,ICE FUTURES U.S.,"June 24, 2025",,All,860131,-17483,-14386,-20030,-2517,2946,-2172,-4947,7436,-7541,7457,-4847,3844,292375,289250,132584,84302,33261,122112,200601,81484,79459,48190,45864,56.0,46.0,15.0,11.0,15.0,39.0,53.0,51.0,40.0,17.0,27.0,16.0,18.6,25.6,31.3,10.6,14.2,17.1,22.4
SUGAR NO. 11,ICE FUTURES U.S.,"June 24, 2025",,Old,860131,-17483,-14386,-20030,-2517,2946,-2172,-4947,7436,-7541,7457,-4847,3844,292375,289250,132584,84302,33261,122112,200601,81484,79459,48190,45864,56.0,46.0,15.0,11.0,15.0,39.0,53.0,51.0,40.0,17.0,27.0,16.0,18.6,25.6,31.3,10.6,14.2,17.1,22.4
SUGAR NO. 11,ICE FUTURES U.S.,"June 24, 2025",,Other,0,-17483,-14386,-20030,-2517,2946,-2172,-4947,7436,-7541,7457,-4847,3844,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COFFEE C,ICE FUTURES U.S.,"June 24, 2025",,All,147385,3650,3217,-1216,-120,-642,475,-1493,2970,1607,241,528,756,38509,61248,20482,30522,3593,34835,8459,16763,10632,5854,14587,66.0,74.0,16.0,21.0,16.0,71.0,27.0,53.0,37.0,34.0,37.0,12.3,18.9,20.6,32.3,9.4,17.4,17.0,27.5
COFFEE C,ICE FUTURES U.S.,"June 24, 2025",,Old,72436,3650,3217,-1216,-120,-642,475,-1493,2970,1607,241,528,756,12556,35014,9703,16158,9,29672,7933,1577,13963,7215,4,32.0,68.0,13.0,22.0,,68.0,27.0,20.0,39.0,33.0,,15.9,28.4,27.0,42.2,14.9,28.4,24.3,40.4
COFFEE C,ICE FUTURES U.S.,"June 24, 2025",,Other,74949,3650,3217,-1216,-120,-642,475,-1493,2970,1607,241,528,756,25953,26234,12450,16035,1913,13829,9192,6520,6547,8517,4705,61.0,53.0,13.0,20.0,11.0,41.0,31.0,25.0,24.0,27.0,25.0,15.1,17.2,26.2,31.5,12.7,16.4,21.5,29.1
