commodity,exchange,report_date,contract_spec,subreport,open_interest,change_open_interest,change_prod_long,change_prod_short,change_swap_long,change_swap_short,change_swap_spreading,change_mm_long,change_mm_short,change_mm_spreading,change_other_long,change_other_short,change_other_spreading,prod_long,prod_short,swap_long,swap_short,swap_spreading,mm_long,mm_short,mm_spreading,other_long,other_short,other_spreading,traders_prod_long,traders_prod_short,traders_swap_long,traders_swap_short,traders_swap_spreading,traders_mm_long,traders_mm_short,traders_mm_spreading,traders_other_long,traders_other_short,traders_other_spreading,largest_gross_4_long,largest_gross_4_short,largest_gross_8_long,largest_gross_8_short,largest_net_4_long,largest_net_4_short,largest_net_8_long,largest_net_8_short
ROUGH RICE,CHICAGO BOARD OF TRADE,"December 30, 2025",,Old,13690,690,282,215,-29,2,0,332,116,0,84,90,-41,6996,2167,160,193,0,1264,7881,0,1985,1296,127,18.0,11.0,,,0.0,6.0,26.0,0.0,12.0,8.0,,34.2,28.2,48.7,42.9,34.1,28.2,48.7,42.3
ROUGH RICE,CHICAGO BOARD OF TRADE,"December 30, 2025",,Other,251,690,282,215,-29,2,0,332,116,0,84,90,-41,40,39,0,0,0,0,0,0,165,202,0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,81.3,96.0,81.7,96.0,81.3,96.0,81.7,96.0
LEAN HOGS,CHICAGO MERCANTILE EXCHANGE,"December 30, 2025",,All,295500,6566,392,1857,133,783,293,2638,-1492,3173,914,1311,-1016,26808,123034,69567,7272,4779,90681,14374,43587,25670,60644,16718,43.0,71.0,16.0,7.0,10.0,82.0,24.0,56.0,34.0,51.0,47.0,15.5,17.7,24.4,27.5,15.5,17.4,24.0,27.1
LEAN HOGS,CHICAGO MERCANTILE EXCHANGE,"December 30, 2025",,Old,289583,6566,392,1857,133,783,293,2638,-1492,3173,914,1311,-1016,25077,120998,68762,7387,4647,90482,14771,43099,25254,58518,15664,41.0,71.0,16.0,7.0,10.0,83.0,25.0,56.0,37.0,53.0,44.0,15.6,17.8,24.7,27.7,15.6,17.6,24.3,27.5
LEAN HOGS,CHICAGO MERCANTILE EXCHANGE,"December 30, 2025",,Other,5917,6566,392,1857,133,783,293,2638,-1492,3173,914,1311,-1016,1731,2036,937,17,0,682,86,5,1208,2918,262,12.0,18.0,5.0,,0.0,8.0,,,7.0,14.0,6.0,39.8,41.1,54.8,61.0,39.7,41.1,53.4,60.8
LIVE CATTLE,CHICAGO MERCANTILE EXCHANGE,"December 30, 2025",,All,327077,993,142,-342,-472,-31,-75,-108,992,1076,553,60,1514,44514,166434,62284,5977,2243,112917,20703,38640,27577,41604,14202,78.0,143.0,17.0,,8.0,82.0,25.0,49.0,46.0,33.0,56.0,14.5,16.6,23.6,27.4,14.5,16.0,23.0,26.7
LIVE CATTLE,CHICAGO MERCANTILE EXCHANGE,"December 30, 2025",,Old,327077,993,142,-342,-472,-31,-75,-108,992,1076,553,60,1514,44514,166434,62284,5977,2243,112917,20703,38640,27577,41604,14202,78.0,143.0,17.0,,8.0,82.0,25.0,49.0,46.0,33.0,56.0,14.5,16.6,23.6,27.4,14.5,16.0,23.0,26.7
LIVE CATTLE,CHICAGO MERCANTILE EXCHANGE,"December 30, 2025",,Other,0,993,142,-342,-472,-31,-75,-108,992,1076,553,60,1514,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FEEDER CATTLE,CHICAGO MERCANTILE EXCHANGE,"December 30, 2025",,All,33486,389,107,139,64,-15,19,1,143,12,-230,-126,373,11659,12380,12312,2234,144,1237,5413,442,3537,6356,1897,19.0,22.0,5.0,,4.0,,16.0,,6.0,18.0,12.0,52.4,30.9,66.2,46.1,52.4,28.1,66.2,42.5
FEEDER CATTLE,CHICAGO MERCANTILE EXCHANGE,"December 30, 2025",,Old,33486,389,107,139,64,-15,19,1,143,12,-230,-126,373,11659,12380,12312,2234,144,1237,5413,442,3537,6356,1897,19.0,22.0,5.0,,4.0,,16.0,,6.0,18.0,12.0,52.4,30.9,66.2,46.1,52.4,28.1,66.2,42.5
FEEDER CATTLE,CHICAGO MERCANTILE EXCHANGE,"December 30, 2025",,Other,0,389,107,139,64,-15,19,1,143,12,-230,-126,373,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NON FAT DRY MILK,CHICAGO MERCANTILE EXCHANGE,"December 30, 2025",,All,11490,55,86,68,18,12,-17,0,-18,-1,-26,-30,20,8745,6986,471,1731,384,0,339,155,329,975,257,28.0,17.0,,,4.0,0.0,,,,6.0,8.0,36.8,45.0,53.4,66.8,36.8,43.7,53.4,63.8
NON FAT DRY MILK,CHICAGO MERCANTILE EXCHANGE,"December 30, 2025",,Old,11490,55,86,68,18,12,-17,0,-18,-1,-26,-30,20,8745,6986,471,1731,384,0,339,155,329,975,257,28.0,17.0,,,4.0,0.0,,,,6.0,8.0,36.8,45.0,53.4,66.8,36.8,43.7,53.4,63.8
NON FAT DRY MILK,CHICAGO MERCANTILE EXCHANGE,"December 30, 2025",,Other,0,55,86,68,18,12,-17,0,-18,-1,-26,-30,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CME MILK IV,CHICAGO MERCANTILE EXCHANGE,"December 30, 2025",,All,35332,418,127,210,156,0,67,183,59,-66,-141,27,82,20643,18575,9279,762,1793,434,2390,1324,357,8840,775,32.0,35.0,4.0,,,5.0,12.0,,4.0,16.0,8.0,45.7,33.3,65.9,52.4,43.3,33.0,61.0,49.4
CME MILK IV,CHICAGO MERCANTILE EXCHANGE,"December 30, 2025",,Old,35332,418,127,210,156,0,67,183,59,-66,-141,27,82,20643,18575,9279,762,1793,434,2390,1324,357,8840,775,32.0,35.0,4.0,,,5.0,12.0,,4.0,16.0,8.0,45.7,33.3,65.9,52.4,43.3,33.0,61.0,49.4
CME MILK IV,CHICAGO MERCANTILE EXCHANGE,"December 30, 2025",,Other,0,418,127,210,156,0,67,183,59,-66,-141,27,82,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOYBEANS,CHICAGO BOARD OF TRADE,"December 30, 2025",,All,776599,-68981,-15062,-41817,10053,-1611,-3527,-19052,3201,-8252,-17129,-3414,-12522,217842,450777,144587,23541,14372,143980,53972,91313,59863,28060,49290,145.0,219.0,25.0,13.0,22.0,77.0,41.0,70.0,70.0,58.0,72.0,12.2,15.2,20.5,25.7,10.4,14.7,17.1,23.6
SOYBEANS,CHICAGO BOARD OF TRADE,"December 30, 2025",,Old,671386,-68981,-15062,-41817,10053,-1611,-3527,-19052,3201,-8252,-17129,-3414,-12522,188309,409588,123959,20344,9821,136306,51431,74499,63365,26857,28178,137.0,214.0,24.0,14.0,16.0,73.0,44.0,65.0,77.0,57.0,61.0,13.4,17.2,22.5,27.9,11.1,16.5,18.3,26.5
SOYBEANS,CHICAGO BOARD OF TRADE,"December 30, 2025",,Other,105213,-68981,-15062,-41817,10053,-1611,-3527,-19052,3201,-8252,-17129,-3414,-12522,29533,41189,23685,6254,1494,20544,15411,3944,4568,9273,13042,53.0,160.0,19.0,11.0,11.0,30.0,25.0,18.0,19.0,46.0,29.0,17.2,17.1,28.9,26.5,15.6,11.8,26.3,18.7
SOYBEAN OIL,CHICAGO BOARD OF TRADE,"December 30, 2025",,All,630045,-32697,-19377,-18220,3818,-603,-2104,-3667,1253,-2240,-3477,-5842,-4847,196420,243278,121849,10852,18869,57437,124409,110203,45832,39300,53036,88.0,74.0,23.0,9.0,16.0,45.0,65.0,62.0,42.0,44.0,50.0,13.3,14.4,22.5,22.5,11.0,10.8,17.3,16.8
SOYBEAN OIL,CHICAGO BOARD OF TRADE,"December 30, 2025",,Old,550666,-32697,-19377,-18220,3818,-603,-2104,-3667,1253,-2240,-3477,-5842,-4847,182393,195751,89497,10143,17303,51320,127155,94931,50418,36499,41222,88.0,73.0,22.0,10.0,12.0,42.0,69.0,60.0,47.0,37.0,47.0,14.4,13.7,24.1,22.3,12.5,11.1,20.2,17.5
SOYBEAN OIL,CHICAGO BOARD OF TRADE,"December 30, 2025",,Other,79379,-32697,-19377,-18220,3818,-603,-2104,-3667,1253,-2240,-3477,-5842,-4847,14027,47527,33765,2122,153,15024,6161,6365,2591,9978,4637,33.0,34.0,20.0,,,25.0,14.0,8.0,12.0,22.0,12.0,27.5,38.8,42.7,54.6,25.1,35.9,39.1,48.6
SOYBEAN MEAL,CHICAGO BOARD OF TRADE,"December 30, 2025",,All,26601,-140,0,-20,0,0,0,0,0,0,-120,-120,0,20731,21558,1446,2049,764,0,810,30,3264,1024,366,9.0,8.0,,5.0,,0.0,,,5.0,,,64.1,70.7,86.2,86.6,54.7,57.8,65.7,64.9
SOYBEAN MEAL,CHICAGO BOARD OF TRADE,"December 30, 2025",,Old,26601,-140,0,-20,0,0,0,0,0,0,-120,-120,0,20731,21558,1446,2049,764,0,810,30,3264,1024,366,9.0,8.0,,5.0,,0.0,,,5.0,,,64.1,70.7,86.2,86.6,54.7,57.8,65.7,64.9
SOYBEAN MEAL,CHICAGO BOARD OF TRADE,"December 30, 2025",,Other,0,-140,0,-20,0,0,0,0,0,0,-120,-120,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANOLA,ICE FUTURES U.S.,"December 30, 2025",,All,272383,-4695,-3537,630,1782,-2194,-240,512,1255,43,-1755,-2733,-1360,170631,85614,14623,2384,2396,35818,127371,26814,13483,18757,7511,42.0,49.0,8.0,,,22.0,74.0,24.0,42.0,51.0,30.0,41.9,29.3,60.6,41.6,38.8,29.3,53.0,41.5
CANOLA,ICE FUTURES U.S.,"December 30, 2025",,Old,254821,-4695,-3537,630,1782,-2194,-240,512,1255,43,-1755,-2733,-1360,158487,77033,15698,2384,217,34071,126293,25798,15169,17426,4307,39.0,46.0,8.0,,,23.0,73.0,23.0,44.0,49.0,21.0,41.6,31.4,60.3,44.1,39.3,31.4,53.4,44.1
CANOLA,ICE FUTURES U.S.,"December 30, 2025",,Other,17562,-4695,-3537,630,1782,-2194,-240,512,1255,43,-1755,-2733,-1360,12144,8581,1103,2178,1,2702,2033,61,1467,4484,51,10.0,21.0,,,,4.0,9.0,,8.0,21.0,,71.3,43.2,84.1,62.3,70.4,43.2,83.3,62.2
COTTON NO. 2,ICE FUTURES U.S.,"December 30, 2025",,All,300962,410,1653,2014,149,1042,496,-757,-1924,-870,1479,1970,-1810,68494,75773,50237,12863,15325,44182,92738,51390,36980,19381,21471,54.0,41.0,23.0,10.0,19.0,48.0,92.0,62.0,63.0,42.0,41.0,9.1,18.0,16.6,24.6,7.7,14.7,14.0,20.5
COTTON NO. 2,ICE FUTURES U.S.,"December 30, 2025",,Old,262985,410,1653,2014,149,1042,496,-757,-1924,-870,1479,1970,-1810,57782,58591,42210,8529,12161,44798,93108,45156,37689,22528,12117,51.0,38.0,24.0,8.0,15.0,53.0,88.0,56.0,64.0,42.0,33.0,9.6,16.9,17.9,23.8,8.1,13.4,15.1,19.6
COTTON NO. 2,ICE FUTURES U.S.,"December 30, 2025",,Other,37977,410,1653,2014,149,1042,496,-757,-1924,-870,1479,1970,-1810,10712,17182,10969,7276,222,5539,5785,79,8398,5960,247,24.0,17.0,15.0,10.0,,19.0,25.0,5.0,24.0,19.0,5.0,29.0,39.3,45.9,52.1,29.0,36.7,45.7,49.0
FRZN CONCENTRATED ORANGE JUICE,ICE FUTURES U.S.,"December 30, 2025",,All,9819,-220,-21,284,-22,-35,16,-10,-491,-56,-97,0,64,3655,3054,294,271,94,1607,4393,165,2249,0,172,11.0,9.0,,,,4.0,15.0,5.0,10.0,0.0,4.0,35.2,39.8,55.2,58.2,32.5,35.1,49.8,49.6
FRZN CONCENTRATED ORANGE JUICE,ICE FUTURES U.S.,"December 30, 2025",,Old,9819,-220,-21,284,-22,-35,16,-10,-491,-56,-97,0,64,3655,3054,294,271,94,1607,4393,165,2249,0,172,11.0,9.0,,,,4.0,15.0,5.0,10.0,0.0,4.0,35.2,39.8,55.2,58.2,32.5,35.1,49.8,49.6
FRZN CONCENTRATED ORANGE JUICE,ICE FUTURES U.S.,"December 30, 2025",,Other,0,-220,-21,284,-22,-35,16,-10,-491,-56,-97,0,64,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COCOA,ICE FUTURES U.S.,"December 30, 2025",,All,124018,81,-1218,1042,61,-153,30,1278,-378,456,-262,334,-260,36531,45558,11700,4889,3672,25563,27279,17498,13659,8785,7132,28.0,26.0,15.0,6.0,13.0,30.0,42.0,41.0,21.0,23.0,25.0,15.6,15.2,26.8,25.6,14.0,10.8,23.4,18.7
COCOA,ICE FUTURES U.S.,"December 30, 2025",,Old,114216,81,-1218,1042,61,-153,30,1278,-378,456,-262,334,-260,32214,39829,10417,4937,3607,25226,27711,15743,14501,8857,4653,26.0,26.0,15.0,6.0,13.0,34.0,41.0,40.0,23.0,22.0,23.0,16.1,13.5,28.0,24.3,14.5,11.0,23.6,18.7
COCOA,ICE FUTURES U.S.,"December 30, 2025",,Other,9802,81,-1218,1042,61,-153,30,1278,-378,456,-262,334,-260,4317,5729,1331,0,17,1564,795,528,503,1273,1134,13.0,13.0,10.0,0.0,,9.0,8.0,,6.0,10.0,7.0,30.9,54.6,51.6,72.9,30.5,46.1,48.2,57.4
SUGAR NO. 11,ICE FUTURES U.S.,"December 30, 2025",,All,923101,-15696,-7780,215,-1282,-455,-175,-5592,-23406,-1768,-559,5536,-741,282696,258468,172678,51744,43588,110591,241519,131572,44542,51436,61732,54.0,48.0,17.0,10.0,18.0,39.0,57.0,53.0,25.0,29.0,28.0,17.1,18.0,26.3,27.5,11.0,11.7,17.1,19.4
SUGAR NO. 11,ICE FUTURES U.S.,"December 30, 2025",,Old,923101,-15696,-7780,215,-1282,-455,-175,-5592,-23406,-1768,-559,5536,-741,282696,258468,172678,51744,43588,110591,241519,131572,44542,51436,61732,54.0,48.0,17.0,10.0,18.0,39.0,57.0,53.0,25.0,29.0,28.0,17.1,18.0,26.3,27.5,11.0,11.7,17.1,19.4
SUGAR NO. 11,ICE FUTURES U.S.,"December 30, 2025",,Other,0,-15696,-7780,215,-1282,-455,-175,-5592,-23406,-1768,-559,5536,-741,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COFFEE C,ICE FUTURES U.S.,"December 30, 2025",,All,164520,3042,285,1846,625,-128,-228,227,-579,960,-264,-328,1499,40234,63607,22593,25029,4372,42876,12473,22293,10192,16052,14163,75.0,81.0,17.0,22.0,18.0,69.0,39.0,54.0,35.0,52.0,50.0,14.0,15.1,23.6,25.3,10.3,11.1,17.6,20.1
COFFEE C,ICE FUTURES U.S.,"December 30, 2025",,Old,146709,3042,285,1846,625,-128,-228,227,-579,960,-264,-328,1499,35264,55361,21477,23237,4192,41534,14290,17384,10517,16907,9148,73.0,79.0,18.0,22.0,14.0,72.0,35.0,49.0,36.0,56.0,46.0,15.6,15.5,25.9,25.7,11.5,11.1,19.2,19.2
COFFEE C,ICE FUTURES U.S.,"December 30, 2025",,Other,17811,3042,285,1846,625,-128,-228,227,-579,960,-264,-328,1499,4970,8246,1214,1890,82,4920,1761,1331,3251,2721,1439,46.0,30.0,12.0,11.0,5.0,15.0,9.0,6.0,18.0,11.0,13.0,28.0,26.7,43.4,42.3,26.0,20.7,34.9,34.7
