commodity,exchange,report_date,contract_spec,subreport,open_interest,change_open_interest,change_prod_long,change_prod_short,change_swap_long,change_swap_short,change_swap_spreading,change_mm_long,change_mm_short,change_mm_spreading,change_other_long,change_other_short,change_other_spreading,prod_long,prod_short,swap_long,swap_short,swap_spreading,mm_long,mm_short,mm_spreading,other_long,other_short,other_spreading,traders_prod_long,traders_prod_short,traders_swap_long,traders_swap_short,traders_swap_spreading,traders_mm_long,traders_mm_short,traders_mm_spreading,traders_other_long,traders_other_short,traders_other_spreading,largest_gross_4_long,largest_gross_4_short,largest_gross_8_long,largest_gross_8_short,largest_net_4_long,largest_net_4_short,largest_net_8_long,largest_net_8_short
ROUGH RICE,CHICAGO BOARD OF TRADE,"January 28, 2025",,Old,10497,-324,-393,517,0,3,0,-106,-1101,0,65,-66,126,6361,4046,0,220,0,385,3585,0,1993,292,324,19.0,11.0,0.0,,0.0,,16.0,0.0,13.0,4.0,4.0,32.6,34.8,52.5,49.5,32.6,34.6,52.5,49.3
ROUGH RICE,CHICAGO BOARD OF TRADE,"January 28, 2025",,Other,134,-324,-393,517,0,3,0,-106,-1101,0,65,-66,126,34,82,0,0,0,0,0,0,41,27,6,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,58.2,76.1,60.4,85.8,53.7,76.1,56.0,81.3
LEAN HOGS,CHICAGO MERCANTILE EXCHANGE,"January 28, 2025",,All,299374,-3657,1912,-1643,-398,1507,148,-3400,-1406,-3649,838,2759,-402,24745,138833,63006,10765,13742,97952,9253,37680,25844,48482,12964,53.0,70.0,17.0,6.0,11.0,84.0,25.0,57.0,47.0,37.0,45.0,15.4,23.4,25.0,33.1,15.4,23.4,24.4,32.8
LEAN HOGS,CHICAGO MERCANTILE EXCHANGE,"January 28, 2025",,Old,287767,-3657,1912,-1643,-398,1507,148,-3400,-1406,-3649,838,2759,-402,22147,133857,61580,10401,13696,94946,10046,36649,25103,44487,12031,49.0,69.0,16.0,7.0,10.0,83.0,26.0,57.0,46.0,40.0,44.0,15.9,22.5,25.4,32.4,15.9,22.5,25.2,32.4
LEAN HOGS,CHICAGO MERCANTILE EXCHANGE,"January 28, 2025",,Other,11607,-3657,1912,-1643,-398,1507,148,-3400,-1406,-3649,838,2759,-402,2598,4976,1472,410,0,3998,199,39,1240,4494,434,18.0,21.0,5.0,,0.0,14.0,,,14.0,11.0,10.0,40.2,55.3,54.8,68.4,40.2,55.3,54.8,68.4
LIVE CATTLE,CHICAGO MERCANTILE EXCHANGE,"January 28, 2025",,All,390843,12152,3418,6335,590,-535,-2678,7996,916,699,1997,8765,-740,45707,194658,57632,1283,5097,172066,15230,38017,30084,67876,14404,80.0,178.0,18.0,4.0,12.0,108.0,17.0,60.0,41.0,47.0,46.0,13.0,15.9,22.0,25.2,13.0,15.7,21.0,24.6
LIVE CATTLE,CHICAGO MERCANTILE EXCHANGE,"January 28, 2025",,Old,390843,12152,3418,6335,590,-535,-2678,7996,916,699,1997,8765,-740,45707,194658,57632,1283,5097,172066,15230,38017,30084,67876,14404,80.0,178.0,18.0,4.0,12.0,108.0,17.0,60.0,41.0,47.0,46.0,13.0,15.9,22.0,25.2,13.0,15.7,21.0,24.6
LIVE CATTLE,CHICAGO MERCANTILE EXCHANGE,"January 28, 2025",,Other,0,12152,3418,6335,590,-535,-2678,7996,916,699,1997,8765,-740,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FEEDER CATTLE,CHICAGO MERCANTILE EXCHANGE,"January 28, 2025",,All,24637,920,419,127,475,-4,-81,-590,478,41,227,-190,415,9106,9140,5487,1102,1956,1502,838,536,2314,5312,1075,18.0,27.0,5.0,,,6.0,6.0,,8.0,11.0,9.0,52.9,31.4,65.5,47.4,47.0,28.4,57.2,39.8
FEEDER CATTLE,CHICAGO MERCANTILE EXCHANGE,"January 28, 2025",,Old,24637,920,419,127,475,-4,-81,-590,478,41,227,-190,415,9106,9140,5487,1102,1956,1502,838,536,2314,5312,1075,18.0,27.0,5.0,,,6.0,6.0,,8.0,11.0,9.0,52.9,31.4,65.5,47.4,47.0,28.4,57.2,39.8
FEEDER CATTLE,CHICAGO MERCANTILE EXCHANGE,"January 28, 2025",,Other,0,920,419,127,475,-4,-81,-590,478,41,227,-190,415,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NON FAT DRY MILK,CHICAGO MERCANTILE EXCHANGE,"January 28, 2025",,All,8359,129,170,53,15,61,-23,-42,10,-14,-9,6,6,6322,5127,178,1185,232,59,78,93,214,689,212,27.0,15.0,,5.0,4.0,,,,,6.0,6.0,39.7,45.4,55.4,64.6,39.7,41.8,54.0,58.5
NON FAT DRY MILK,CHICAGO MERCANTILE EXCHANGE,"January 28, 2025",,Old,8359,129,170,53,15,61,-23,-42,10,-14,-9,6,6,6322,5127,178,1185,232,59,78,93,214,689,212,27.0,15.0,,5.0,4.0,,,,,6.0,6.0,39.7,45.4,55.4,64.6,39.7,41.8,54.0,58.5
NON FAT DRY MILK,CHICAGO MERCANTILE EXCHANGE,"January 28, 2025",,Other,0,129,170,53,15,61,-23,-42,10,-14,-9,6,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CME MILK IV,CHICAGO MERCANTILE EXCHANGE,"January 28, 2025",,All,15917,1489,783,337,239,-153,239,11,293,48,-4,568,173,9929,8026,2948,286,1367,160,1213,237,306,3610,567,23.0,18.0,,,4.0,,9.0,,4.0,7.0,7.0,49.9,34.1,72.4,55.5,45.1,33.1,67.6,52.9
CME MILK IV,CHICAGO MERCANTILE EXCHANGE,"January 28, 2025",,Old,15917,1489,783,337,239,-153,239,11,293,48,-4,568,173,9929,8026,2948,286,1367,160,1213,237,306,3610,567,23.0,18.0,,,4.0,,9.0,,4.0,7.0,7.0,49.9,34.1,72.4,55.5,45.1,33.1,67.6,52.9
CME MILK IV,CHICAGO MERCANTILE EXCHANGE,"January 28, 2025",,Other,0,1489,783,337,239,-153,239,11,293,48,-4,568,173,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOYBEANS,CHICAGO BOARD OF TRADE,"January 28, 2025",,All,863769,10072,3952,6246,-8880,93,2703,-3739,-10853,6218,-803,-6491,7987,303795,432555,147388,15020,31009,140673,67638,100073,42040,83724,56776,138.0,206.0,28.0,13.0,27.0,67.0,51.0,72.0,49.0,90.0,85.0,12.4,12.0,20.7,18.6,11.3,12.0,18.9,17.1
SOYBEANS,CHICAGO BOARD OF TRADE,"January 28, 2025",,Old,715354,10072,3952,6246,-8880,93,2703,-3739,-10853,6218,-803,-6491,7987,233187,382158,127550,13122,23131,147705,58395,68037,46246,73635,35625,121.0,197.0,26.0,14.0,21.0,67.0,52.0,63.0,50.0,86.0,71.0,13.9,13.7,23.3,21.2,12.8,13.7,21.3,19.5
SOYBEANS,CHICAGO BOARD OF TRADE,"January 28, 2025",,Other,148415,10072,3952,6246,-8880,93,2703,-3739,-10853,6218,-803,-6491,7987,70608,50397,23395,5455,4321,16165,32440,8839,3738,18033,13207,61.0,146.0,19.0,13.0,12.0,27.0,27.0,15.0,23.0,47.0,37.0,18.9,24.2,30.4,35.6,14.8,20.8,24.1,28.3
SOYBEAN OIL,CHICAGO BOARD OF TRADE,"January 28, 2025",,All,565174,3269,-6798,7570,1148,941,2145,-5073,-17775,9224,-3006,30,3978,149864,315461,123487,11783,34842,73981,34470,79371,41467,32811,31135,80.0,81.0,25.0,5.0,18.0,59.0,37.0,51.0,34.0,35.0,44.0,10.3,21.5,18.7,32.0,8.7,20.8,15.5,28.2
SOYBEAN OIL,CHICAGO BOARD OF TRADE,"January 28, 2025",,Old,501241,3269,-6798,7570,1148,941,2145,-5073,-17775,9224,-3006,30,3978,131857,277350,100576,12196,29862,72533,31813,72078,42990,30840,24132,77.0,80.0,23.0,7.0,15.0,57.0,40.0,48.0,40.0,32.0,41.0,11.6,21.0,20.1,31.9,8.9,20.4,16.1,28.0
SOYBEAN OIL,CHICAGO BOARD OF TRADE,"January 28, 2025",,Other,63933,3269,-6798,7570,1148,941,2145,-5073,-17775,9224,-3006,30,3978,18007,38111,27205,3881,686,8377,9586,364,2137,5631,3343,35.0,30.0,16.0,5.0,4.0,20.0,12.0,6.0,14.0,15.0,13.0,25.2,37.6,38.3,51.8,25.1,35.0,38.0,47.6
SOYBEAN MEAL,CHICAGO BOARD OF TRADE,"January 28, 2025",,All,25098,713,1835,910,-1246,-133,116,0,200,-40,48,-360,0,18132,12882,396,6820,726,360,1930,0,3524,740,1960,10.0,7.0,,6.0,5.0,,,0.0,6.0,,,73.0,52.6,86.5,83.6,55.3,40.9,61.4,58.8
SOYBEAN MEAL,CHICAGO BOARD OF TRADE,"January 28, 2025",,Old,25098,713,1835,910,-1246,-133,116,0,200,-40,48,-360,0,18132,12882,396,6820,726,360,1930,0,3524,740,1960,10.0,7.0,,6.0,5.0,,,0.0,6.0,,,73.0,52.6,86.5,83.6,55.3,40.9,61.4,58.8
SOYBEAN MEAL,CHICAGO BOARD OF TRADE,"January 28, 2025",,Other,0,713,1835,910,-1246,-133,116,0,200,-40,48,-360,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANOLA,ICE FUTURES U.S.,"January 28, 2025",,All,273932,12003,-3009,10886,-1416,-697,-67,10020,-7188,2796,1140,3450,2444,175617,137391,10665,8538,563,47305,82452,21732,9691,13905,7229,45.0,53.0,5.0,4.0,,31.0,49.0,24.0,24.0,57.0,26.0,33.0,23.2,57.1,38.6,27.1,21.8,43.8,36.6
CANOLA,ICE FUTURES U.S.,"January 28, 2025",,Old,245820,12003,-3009,10886,-1416,-697,-67,10020,-7188,2796,1140,3450,2444,157436,118642,9477,3904,558,41716,83530,19399,10060,11938,6149,41.0,48.0,5.0,4.0,,31.0,49.0,24.0,27.0,49.0,22.0,34.2,25.5,54.9,41.9,27.3,23.8,43.3,39.0
CANOLA,ICE FUTURES U.S.,"January 28, 2025",,Other,28112,12003,-3009,10886,-1416,-697,-67,10020,-7188,2796,1140,3450,2444,18181,18749,1193,4639,0,7894,1227,28,392,2728,319,14.0,22.0,4.0,,0.0,5.0,7.0,4.0,5.0,32.0,,78.0,58.5,89.8,73.4,73.4,58.5,83.4,71.1
COTTON NO. 2,ICE FUTURES U.S.,"January 28, 2025",,All,276543,6675,5655,3226,-106,729,192,-2092,3832,1120,601,-2846,483,66675,66284,52236,12698,18803,34332,90523,37916,30434,16671,19872,55.0,39.0,23.0,9.0,20.0,46.0,81.0,60.0,48.0,34.0,38.0,13.3,14.8,21.4,22.6,12.7,10.1,19.6,16.4
COTTON NO. 2,ICE FUTURES U.S.,"January 28, 2025",,Old,238406,6675,5655,3226,-106,729,192,-2092,3832,1120,601,-2846,483,55305,42398,44514,7779,17326,31555,90143,35514,28339,20766,12035,51.0,32.0,23.0,9.0,17.0,49.0,78.0,57.0,42.0,37.0,32.0,13.7,13.0,22.9,21.3,13.3,7.6,21.1,14.2
COTTON NO. 2,ICE FUTURES U.S.,"January 28, 2025",,Other,38137,6675,5655,3226,-106,729,192,-2092,3832,1120,601,-2846,483,11370,23886,9140,6337,59,4799,2402,380,9524,3334,408,26.0,23.0,17.0,7.0,,20.0,12.0,6.0,25.0,9.0,9.0,24.9,45.3,38.6,62.9,24.9,44.8,38.2,62.4
FRZN CONCENTRATED ORANGE JUICE,ICE FUTURES U.S.,"January 28, 2025",,All,11199,-42,-162,57,21,0,33,10,55,0,187,-180,32,1141,8581,658,0,67,5530,55,0,1385,1354,359,5.0,7.0,,0.0,,17.0,,0.0,8.0,6.0,6.0,34.6,63.0,49.9,84.1,34.6,63.0,49.9,83.4
FRZN CONCENTRATED ORANGE JUICE,ICE FUTURES U.S.,"January 28, 2025",,Old,11198,-42,-162,57,21,0,33,10,55,0,187,-180,32,1140,8581,658,0,67,5530,55,0,1385,1354,359,4.0,7.0,,0.0,,17.0,,0.0,8.0,6.0,6.0,34.6,63.0,49.9,84.1,34.6,63.0,49.9,83.4
FRZN CONCENTRATED ORANGE JUICE,ICE FUTURES U.S.,"January 28, 2025",,Other,1,-42,-162,57,21,0,33,10,55,0,187,-180,32,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
COCOA,ICE FUTURES U.S.,"January 28, 2025",,All,123384,-959,-620,-3750,-792,1392,-669,-1138,33,1146,680,6,341,32288,66634,6647,15598,5536,39607,5256,10375,10343,7726,6571,26.0,26.0,12.0,7.0,11.0,52.0,11.0,31.0,23.0,19.0,24.0,23.0,30.9,34.3,47.0,16.7,24.1,24.3,37.5
COCOA,ICE FUTURES U.S.,"January 28, 2025",,Old,107326,-959,-620,-3750,-792,1392,-669,-1138,33,1146,680,6,341,27015,60392,6527,13058,3965,36465,5203,7740,10238,7456,4233,23.0,26.0,13.0,6.0,6.0,54.0,11.0,28.0,25.0,17.0,20.0,21.8,33.9,31.6,49.8,15.5,27.2,23.7,40.8
COCOA,ICE FUTURES U.S.,"January 28, 2025",,Other,16058,-959,-620,-3750,-792,1392,-669,-1138,33,1146,680,6,341,5273,6242,1538,3958,153,5083,1994,694,1278,1443,1165,12.0,13.0,7.0,5.0,,11.0,9.0,,6.0,10.0,12.0,48.2,39.6,65.0,59.3,42.5,38.8,58.4,52.7
SUGAR NO. 11,ICE FUTURES U.S.,"January 28, 2025",,All,1002229,10065,-14764,1465,6671,-416,11276,-854,-3325,9041,576,1014,-2073,326727,306457,140799,135323,74018,128262,174022,115457,102679,86353,44920,62.0,55.0,16.0,12.0,19.0,44.0,46.0,52.0,36.0,17.0,31.0,14.2,20.0,23.0,31.7,8.5,15.5,14.2,23.7
SUGAR NO. 11,ICE FUTURES U.S.,"January 28, 2025",,Old,1002229,10065,-14764,1465,6671,-416,11276,-854,-3325,9041,576,1014,-2073,326727,306457,140799,135323,74018,128262,174022,115457,102679,86353,44920,62.0,55.0,16.0,12.0,19.0,44.0,46.0,52.0,36.0,17.0,31.0,14.2,20.0,23.0,31.7,8.5,15.5,14.2,23.7
SUGAR NO. 11,ICE FUTURES U.S.,"January 28, 2025",,Other,0,10065,-14764,1465,6671,-416,11276,-854,-3325,9041,576,1014,-2073,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COFFEE C,ICE FUTURES U.S.,"January 28, 2025",,All,194951,6501,361,2109,119,550,420,2843,-251,518,48,913,1384,29525,83118,22785,49897,4807,68796,2790,24961,17106,6592,14993,70.0,90.0,16.0,22.0,17.0,115.0,11.0,48.0,63.0,33.0,47.0,10.3,20.0,18.8,30.8,8.9,20.0,16.2,29.7
COFFEE C,ICE FUTURES U.S.,"January 28, 2025",,Old,176980,6501,361,2109,119,550,420,2843,-251,518,48,913,1384,24742,73229,21429,47136,4065,64803,4561,22556,16660,6426,11540,63.0,90.0,17.0,21.0,12.0,114.0,13.0,48.0,64.0,34.0,46.0,9.7,19.7,17.6,30.2,8.6,19.7,15.9,29.1
COFFEE C,ICE FUTURES U.S.,"January 28, 2025",,Other,17971,6501,361,2109,119,550,420,2843,-251,518,48,913,1384,4783,9889,1910,3315,188,6100,336,298,3122,2842,777,41.0,41.0,14.0,10.0,7.0,23.0,,5.0,16.0,10.0,10.0,36.2,45.5,53.7,65.1,34.7,45.5,47.5,58.9
