commodity,exchange,report_date,contract_spec,subreport,open_interest,change_open_interest,change_prod_long,change_prod_short,change_swap_long,change_swap_short,change_swap_spreading,change_mm_long,change_mm_short,change_mm_spreading,change_other_long,change_other_short,change_other_spreading,prod_long,prod_short,swap_long,swap_short,swap_spreading,mm_long,mm_short,mm_spreading,other_long,other_short,other_spreading,traders_prod_long,traders_prod_short,traders_swap_long,traders_swap_short,traders_swap_spreading,traders_mm_long,traders_mm_short,traders_mm_spreading,traders_other_long,traders_other_short,traders_other_spreading,largest_gross_4_long,largest_gross_4_short,largest_gross_8_long,largest_gross_8_short,largest_net_4_long,largest_net_4_short,largest_net_8_long,largest_net_8_short
ROUGH RICE,CHICAGO BOARD OF TRADE,"March 25, 2025",,Old,11525,-123,-549,-575,0,-2,0,-7,427,72,269,36,-49,6267,2483,0,227,0,374,5938,72,2336,740,295,21.0,12.0,0.0,,0.0,,22.0,,17.0,7.0,5.0,29.7,26.4,47.5,41.8,29.7,25.7,47.5,40.6
ROUGH RICE,CHICAGO BOARD OF TRADE,"March 25, 2025",,Other,758,-123,-549,-575,0,-2,0,-7,427,72,269,36,-49,345,318,0,0,0,0,0,0,256,321,4,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,64.9,67.5,78.2,78.4,64.9,66.4,77.4,77.2
LEAN HOGS,CHICAGO MERCANTILE EXCHANGE,"March 25, 2025",,All,268745,1333,-438,-2916,1917,-106,398,-2178,1362,2324,-133,1530,236,26309,109830,64595,8062,10527,68101,18966,42166,22390,42136,16067,57.0,68.0,20.0,6.0,14.0,70.0,30.0,60.0,36.0,28.0,47.0,16.1,21.6,26.2,32.2,15.2,21.0,23.2,30.7
LEAN HOGS,CHICAGO MERCANTILE EXCHANGE,"March 25, 2025",,Old,237878,1333,-438,-2916,1917,-106,398,-2178,1362,2324,-133,1530,236,22434,98211,60399,6810,9927,59285,23015,36928,20998,32518,12439,46.0,66.0,20.0,6.0,14.0,65.0,38.0,58.0,36.0,31.0,42.0,16.6,22.2,27.1,32.9,16.4,21.0,24.7,30.6
LEAN HOGS,CHICAGO MERCANTILE EXCHANGE,"March 25, 2025",,Other,30867,1333,-438,-2916,1917,-106,398,-2178,1362,2324,-133,1530,236,3875,11619,4791,1847,5,13881,1016,173,3737,11963,1283,19.0,41.0,10.0,5.0,,28.0,4.0,5.0,11.0,19.0,15.0,28.6,35.3,44.0,50.7,28.6,35.3,44.0,50.7
LIVE CATTLE,CHICAGO MERCANTILE EXCHANGE,"March 25, 2025",,All,401304,28544,2103,16994,1383,194,-65,18855,292,-889,1611,5612,4309,50096,195873,55399,4186,3852,155229,18637,50142,38735,57340,15876,99.0,170.0,15.0,4.0,10.0,103.0,17.0,70.0,47.0,36.0,56.0,11.0,16.2,18.4,26.2,11.0,15.2,18.3,25.2
LIVE CATTLE,CHICAGO MERCANTILE EXCHANGE,"March 25, 2025",,Old,401304,28544,2103,16994,1383,194,-65,18855,292,-889,1611,5612,4309,50096,195873,55399,4186,3852,155229,18637,50142,38735,57340,15876,99.0,170.0,15.0,4.0,10.0,103.0,17.0,70.0,47.0,36.0,56.0,11.0,16.2,18.4,26.2,11.0,15.2,18.3,25.2
LIVE CATTLE,CHICAGO MERCANTILE EXCHANGE,"March 25, 2025",,Other,0,28544,2103,16994,1383,194,-65,18855,292,-889,1611,5612,4309,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FEEDER CATTLE,CHICAGO MERCANTILE EXCHANGE,"March 25, 2025",,All,23654,937,911,190,17,-40,45,-651,284,107,120,269,192,9457,7387,4814,583,1207,413,2883,711,3327,6268,715,22.0,27.0,6.0,,,,11.0,,6.0,15.0,12.0,52.0,31.5,65.4,44.6,48.0,29.5,59.7,40.2
FEEDER CATTLE,CHICAGO MERCANTILE EXCHANGE,"March 25, 2025",,Old,23654,937,911,190,17,-40,45,-651,284,107,120,269,192,9457,7387,4814,583,1207,413,2883,711,3327,6268,715,22.0,27.0,6.0,,,,11.0,,6.0,15.0,12.0,52.0,31.5,65.4,44.6,48.0,29.5,59.7,40.2
FEEDER CATTLE,CHICAGO MERCANTILE EXCHANGE,"March 25, 2025",,Other,0,937,911,190,17,-40,45,-651,284,107,120,269,192,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NON FAT DRY MILK,CHICAGO MERCANTILE EXCHANGE,"March 25, 2025",,All,10324,326,39,329,24,-25,30,29,12,-2,0,-128,59,8148,6256,191,1207,412,72,172,129,0,989,278,26.0,18.0,,,4.0,,,,0.0,9.0,6.0,48.9,45.5,61.6,65.3,48.9,39.0,60.8,56.3
NON FAT DRY MILK,CHICAGO MERCANTILE EXCHANGE,"March 25, 2025",,Old,10324,326,39,329,24,-25,30,29,12,-2,0,-128,59,8148,6256,191,1207,412,72,172,129,0,989,278,26.0,18.0,,,4.0,,,,0.0,9.0,6.0,48.9,45.5,61.6,65.3,48.9,39.0,60.8,56.3
NON FAT DRY MILK,CHICAGO MERCANTILE EXCHANGE,"March 25, 2025",,Other,0,326,39,329,24,-25,30,29,12,-2,0,-128,59,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CME MILK IV,CHICAGO MERCANTILE EXCHANGE,"March 25, 2025",,All,20395,987,630,344,366,0,-22,-56,183,134,40,486,-69,12459,10431,5227,0,807,235,1834,575,203,5502,347,26.0,21.0,4.0,0.0,,,10.0,,,9.0,6.0,45.9,38.9,73.3,56.2,42.6,38.1,69.9,53.8
CME MILK IV,CHICAGO MERCANTILE EXCHANGE,"March 25, 2025",,Old,20395,987,630,344,366,0,-22,-56,183,134,40,486,-69,12459,10431,5227,0,807,235,1834,575,203,5502,347,26.0,21.0,4.0,0.0,,,10.0,,,9.0,6.0,45.9,38.9,73.3,56.2,42.6,38.1,69.9,53.8
CME MILK IV,CHICAGO MERCANTILE EXCHANGE,"March 25, 2025",,Other,0,987,630,344,366,0,-22,-56,183,134,40,486,-69,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOYBEANS,CHICAGO BOARD OF TRADE,"March 25, 2025",,All,853368,22931,8749,8104,-1010,-3034,2879,-7753,8084,10618,2143,-7561,5722,287691,380080,147137,12611,32616,89649,123470,139427,72064,52653,43383,150.0,201.0,26.0,17.0,31.0,58.0,64.0,73.0,71.0,60.0,83.0,13.0,14.0,21.1,21.6,9.9,13.4,15.7,18.5
SOYBEANS,CHICAGO BOARD OF TRADE,"March 25, 2025",,Old,620071,22931,8749,8104,-1010,-3034,2879,-7753,8084,10618,2143,-7561,5722,203305,279911,99683,8978,23339,91570,114776,82814,71982,43318,19687,125.0,182.0,31.0,13.0,23.0,55.0,68.0,58.0,74.0,56.0,57.0,15.0,17.4,23.4,25.2,14.3,17.4,22.0,24.1
SOYBEANS,CHICAGO BOARD OF TRADE,"March 25, 2025",,Other,233297,22931,8749,8104,-1010,-3034,2879,-7753,8084,10618,2143,-7561,5722,84386,100169,51031,7210,5700,36838,47453,17854,10180,19433,13598,85.0,151.0,22.0,13.0,17.0,36.0,36.0,30.0,41.0,47.0,39.0,14.1,21.8,23.8,30.6,13.5,18.0,22.3,25.4
SOYBEAN OIL,CHICAGO BOARD OF TRADE,"March 25, 2025",,All,596420,11565,2645,-14032,-1155,-667,3360,-2580,14383,7548,773,-2675,2534,169896,264840,129642,9816,26435,68773,112161,91770,48511,28472,33149,80.0,73.0,25.0,5.0,21.0,53.0,52.0,58.0,37.0,30.0,42.0,11.7,16.6,20.1,26.6,9.4,14.5,16.7,21.4
SOYBEAN OIL,CHICAGO BOARD OF TRADE,"March 25, 2025",,Old,454800,11565,2645,-14032,-1155,-667,3360,-2580,14383,7548,773,-2675,2534,134252,183568,77057,9648,21281,66024,109225,70538,52969,23512,11942,73.0,71.0,23.0,7.0,15.0,49.0,58.0,49.0,49.0,25.0,27.0,12.8,15.3,21.8,25.0,12.4,14.6,20.3,21.9
SOYBEAN OIL,CHICAGO BOARD OF TRADE,"March 25, 2025",,Other,141620,11565,2645,-14032,-1155,-667,3360,-2580,14383,7548,773,-2675,2534,35644,81272,56025,3608,1714,21822,22009,2159,4881,14299,11868,44.0,39.0,18.0,6.0,8.0,27.0,20.0,9.0,17.0,26.0,16.0,19.2,32.0,32.6,45.9,19.0,28.7,32.2,41.9
SOYBEAN MEAL,CHICAGO BOARD OF TRADE,"March 25, 2025",,All,20439,-542,-1262,198,0,180,340,0,0,0,80,-1560,300,14929,8744,378,3118,1036,440,761,0,1836,4930,1820,7.0,7.0,,6.0,4.0,,,0.0,5.0,6.0,,76.2,54.9,88.1,76.6,63.4,42.0,68.9,57.8
SOYBEAN MEAL,CHICAGO BOARD OF TRADE,"March 25, 2025",,Old,20439,-542,-1262,198,0,180,340,0,0,0,80,-1560,300,14929,8744,378,3118,1036,440,761,0,1836,4930,1820,7.0,7.0,,6.0,4.0,,,0.0,5.0,6.0,,76.2,54.9,88.1,76.6,63.4,42.0,68.9,57.8
SOYBEAN MEAL,CHICAGO BOARD OF TRADE,"March 25, 2025",,Other,0,-542,-1262,198,0,180,340,0,0,0,80,-1560,300,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANOLA,ICE FUTURES U.S.,"March 25, 2025",,All,245713,6929,26478,-8257,-374,-584,84,-18820,19734,-161,2696,-347,-3477,157479,102423,12648,7536,1481,32225,99161,19255,13671,7276,5663,52.0,46.0,5.0,6.0,,29.0,63.0,23.0,55.0,41.0,37.0,37.4,23.0,55.3,36.8,33.3,19.6,47.6,33.0
CANOLA,ICE FUTURES U.S.,"March 25, 2025",,Old,202011,6929,26478,-8257,-374,-584,84,-18820,19734,-161,2696,-347,-3477,125945,73274,12395,1821,104,29620,99074,15902,12885,6737,2529,45.0,33.0,4.0,4.0,,27.0,64.0,20.0,58.0,39.0,23.0,40.5,25.7,54.1,41.1,40.5,23.1,52.7,36.9
CANOLA,ICE FUTURES U.S.,"March 25, 2025",,Other,43702,6929,26478,-8257,-374,-584,84,-18820,19734,-161,2696,-347,-3477,31534,29149,943,6405,687,5801,3283,157,1953,1706,1967,21.0,27.0,4.0,5.0,,10.0,8.0,5.0,15.0,22.0,12.0,61.1,48.9,76.1,65.1,60.5,48.5,73.1,64.4
COTTON NO. 2,ICE FUTURES U.S.,"March 25, 2025",,All,283040,10201,5753,559,-673,-1122,2264,-787,4241,970,1410,1084,1273,79863,70710,54179,9539,14196,29441,105256,41726,35607,13798,14107,56.0,44.0,25.0,7.0,21.0,41.0,93.0,60.0,59.0,34.0,46.0,12.9,14.8,22.0,22.7,10.1,8.5,16.7,14.7
COTTON NO. 2,ICE FUTURES U.S.,"March 25, 2025",,Old,206148,10201,5753,559,-673,-1122,2264,-787,4241,970,1410,1084,1273,63291,30108,29178,5481,8486,30026,97033,30470,29091,16122,5998,53.0,32.0,25.0,6.0,14.0,42.0,90.0,50.0,52.0,39.0,30.0,16.0,12.2,26.2,20.6,12.1,8.8,19.4,16.2
COTTON NO. 2,ICE FUTURES U.S.,"March 25, 2025",,Other,76892,10201,5753,559,-673,-1122,2264,-787,4241,970,1410,1084,1273,16572,40602,30527,9584,184,9608,18416,1063,12604,3764,2021,31.0,30.0,18.0,9.0,4.0,33.0,23.0,15.0,38.0,18.0,17.0,22.1,35.4,33.5,50.8,21.6,35.4,33.0,50.8
FRZN CONCENTRATED ORANGE JUICE,ICE FUTURES U.S.,"March 25, 2025",,All,10218,-124,97,124,24,-89,-39,-99,63,-3,118,0,-121,1816,6355,512,0,1,2697,1336,8,2547,677,492,11.0,9.0,,0.0,,9.0,10.0,,15.0,,7.0,26.7,47.6,41.8,66.5,26.7,45.0,39.0,63.9
FRZN CONCENTRATED ORANGE JUICE,ICE FUTURES U.S.,"March 25, 2025",,Old,9997,-124,97,124,24,-89,-39,-99,63,-3,118,0,-121,1709,6328,512,0,1,2697,1336,8,2586,677,385,11.0,9.0,,0.0,,9.0,10.0,,15.0,,6.0,26.6,48.4,42.0,67.7,26.6,46.0,39.7,65.2
FRZN CONCENTRATED ORANGE JUICE,ICE FUTURES U.S.,"March 25, 2025",,Other,221,-124,97,124,24,-89,-39,-99,63,-3,118,0,-121,107,27,0,0,0,0,0,0,68,107,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,79.2,59.3,79.2,60.6,79.2,59.3,79.2,60.6
COCOA,ICE FUTURES U.S.,"March 25, 2025",,All,103546,-1294,-365,1006,-867,-171,-117,-3,-717,-1366,525,-569,305,31751,50190,7715,11014,6305,19658,4318,11227,9206,6268,8001,27.0,24.0,12.0,5.0,11.0,40.0,14.0,30.0,21.0,19.0,26.0,19.2,32.0,29.1,48.2,9.9,25.6,16.0,36.0
COCOA,ICE FUTURES U.S.,"March 25, 2025",,Old,80104,-1294,-365,1006,-867,-171,-117,-3,-717,-1366,525,-569,305,26336,37135,7256,8665,4416,15419,7539,5698,9917,7931,3117,26.0,23.0,13.0,4.0,7.0,39.0,18.0,28.0,24.0,16.0,23.0,21.0,34.8,30.7,51.8,15.5,33.4,23.5,44.1
COCOA,ICE FUTURES U.S.,"March 25, 2025",,Other,23442,-1294,-365,1006,-867,-171,-117,-3,-717,-1366,525,-569,305,5415,13055,1578,3468,770,8791,1331,977,2893,1941,1280,17.0,18.0,9.0,5.0,5.0,18.0,8.0,,10.0,11.0,11.0,33.0,49.2,49.4,64.0,32.4,45.2,47.8,58.2
SUGAR NO. 11,ICE FUTURES U.S.,"March 25, 2025",,All,898876,-463,-1339,10858,-3355,2817,946,23854,-882,-18560,-1616,2880,-1847,270112,327212,116944,132607,62999,159366,66640,102329,52003,92687,60600,57.0,49.0,15.0,11.0,13.0,59.0,21.0,44.0,30.0,21.0,31.0,14.7,20.9,24.0,36.0,8.5,16.7,14.1,25.6
SUGAR NO. 11,ICE FUTURES U.S.,"March 25, 2025",,Old,898876,-463,-1339,10858,-3355,2817,946,23854,-882,-18560,-1616,2880,-1847,270112,327212,116944,132607,62999,159366,66640,102329,52003,92687,60600,57.0,49.0,15.0,11.0,13.0,59.0,21.0,44.0,30.0,21.0,31.0,14.7,20.9,24.0,36.0,8.5,16.7,14.1,25.6
SUGAR NO. 11,ICE FUTURES U.S.,"March 25, 2025",,Other,0,-463,-1339,10858,-3355,2817,946,23854,-882,-18560,-1616,2880,-1847,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COFFEE C,ICE FUTURES U.S.,"March 25, 2025",,All,175814,7160,1385,2273,-85,1285,-150,1909,-584,2844,-844,-673,1270,35386,74773,19571,41426,5886,59464,3762,19542,11483,8733,14860,63.0,82.0,14.0,25.0,18.0,100.0,18.0,50.0,50.0,40.0,51.0,10.7,20.1,19.7,31.4,9.4,20.0,16.3,28.6
COFFEE C,ICE FUTURES U.S.,"March 25, 2025",,Old,146220,7160,1385,2273,-85,1285,-150,1909,-584,2844,-844,-673,1270,26767,61808,17666,35165,3873,54162,6763,14792,10847,7898,9771,48.0,82.0,14.0,25.0,10.0,98.0,21.0,44.0,51.0,42.0,37.0,12.5,21.0,21.4,31.4,11.1,20.8,18.7,29.3
COFFEE C,ICE FUTURES U.S.,"March 25, 2025",,Other,29594,7160,1385,2273,-85,1285,-150,1909,-584,2844,-844,-673,1270,8619,12965,2785,7141,1133,9446,1143,606,3637,3836,2088,46.0,48.0,13.0,15.0,10.0,30.0,9.0,7.0,22.0,19.0,16.0,28.0,28.8,43.9,47.0,26.5,28.5,39.7,42.0
