commodity,exchange,report_date,contract_spec,subreport,open_interest,change_open_interest,change_prod_long,change_prod_short,change_swap_long,change_swap_short,change_swap_spreading,change_mm_long,change_mm_short,change_mm_spreading,change_other_long,change_other_short,change_other_spreading,prod_long,prod_short,swap_long,swap_short,swap_spreading,mm_long,mm_short,mm_spreading,other_long,other_short,other_spreading,traders_prod_long,traders_prod_short,traders_swap_long,traders_swap_short,traders_swap_spreading,traders_mm_long,traders_mm_short,traders_mm_spreading,traders_other_long,traders_other_short,traders_other_spreading,largest_gross_4_long,largest_gross_4_short,largest_gross_8_long,largest_gross_8_short,largest_net_4_long,largest_net_4_short,largest_net_8_long,largest_net_8_short
ROUGH RICE,CHICAGO BOARD OF TRADE,"April 29, 2025",,Old,10637,-103,-723,-1161,0,11,0,21,597,164,315,195,-127,5420,1702,0,147,0,280,5814,165,2233,837,84,16.0,10.0,0.0,,0.0,,21.0,,18.0,7.0,,32.4,30.0,46.7,45.7,32.4,30.0,46.4,45.7
ROUGH RICE,CHICAGO BOARD OF TRADE,"April 29, 2025",,Other,1281,-103,-723,-1161,0,11,0,21,597,164,315,195,-127,445,332,0,0,0,0,0,0,507,597,5,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,65.4,57.1,74.7,70.6,65.4,57.1,73.6,69.9
LEAN HOGS,CHICAGO MERCANTILE EXCHANGE,"April 29, 2025",,All,271636,10470,1446,5177,-815,379,411,5171,-4770,559,306,6686,1785,24062,114948,61913,5561,8199,77906,12276,41433,20620,51393,15695,50.0,81.0,20.0,6.0,14.0,61.0,28.0,55.0,34.0,36.0,52.0,15.7,22.8,24.9,33.2,13.4,21.3,21.2,30.9
LEAN HOGS,CHICAGO MERCANTILE EXCHANGE,"April 29, 2025",,Old,228179,10470,1446,5177,-815,379,411,5171,-4770,559,306,6686,1785,17200,96671,53546,4701,6531,68900,17232,34730,18305,37654,12537,37.0,80.0,20.0,5.0,13.0,63.0,29.0,52.0,34.0,42.0,45.0,16.2,23.9,26.3,34.2,15.3,21.5,23.7,31.1
LEAN HOGS,CHICAGO MERCANTILE EXCHANGE,"April 29, 2025",,Other,43457,10470,1446,5177,-815,379,411,5171,-4770,559,306,6686,1785,6862,18277,9786,2279,249,14809,847,900,3518,14942,1955,27.0,49.0,14.0,7.0,,22.0,5.0,9.0,18.0,19.0,21.0,25.7,32.3,40.6,44.7,25.6,32.1,40.1,44.3
LIVE CATTLE,CHICAGO MERCANTILE EXCHANGE,"April 29, 2025",,All,357066,15943,-2775,1850,381,206,453,10525,3385,1346,4506,7622,427,46646,179842,51797,1464,2725,138877,16384,41473,35906,55369,10979,83.0,153.0,15.0,5.0,12.0,101.0,17.0,59.0,45.0,39.0,45.0,11.8,15.4,19.7,25.7,11.8,15.2,19.5,25.0
LIVE CATTLE,CHICAGO MERCANTILE EXCHANGE,"April 29, 2025",,Old,357066,15943,-2775,1850,381,206,453,10525,3385,1346,4506,7622,427,46646,179842,51797,1464,2725,138877,16384,41473,35906,55369,10979,83.0,153.0,15.0,5.0,12.0,101.0,17.0,59.0,45.0,39.0,45.0,11.8,15.4,19.7,25.7,11.8,15.2,19.5,25.0
LIVE CATTLE,CHICAGO MERCANTILE EXCHANGE,"April 29, 2025",,Other,0,15943,-2775,1850,381,206,453,10525,3385,1346,4506,7622,427,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FEEDER CATTLE,CHICAGO MERCANTILE EXCHANGE,"April 29, 2025",,All,23528,544,237,381,79,20,-328,116,-435,51,-80,564,188,10762,6993,3591,437,1034,846,3365,566,2980,6701,852,23.0,26.0,6.0,,4.0,,11.0,,8.0,16.0,15.0,46.4,34.0,63.2,48.7,44.8,30.2,55.8,41.6
FEEDER CATTLE,CHICAGO MERCANTILE EXCHANGE,"April 29, 2025",,Old,23528,544,237,381,79,20,-328,116,-435,51,-80,564,188,10762,6993,3591,437,1034,846,3365,566,2980,6701,852,23.0,26.0,6.0,,4.0,,11.0,,8.0,16.0,15.0,46.4,34.0,63.2,48.7,44.8,30.2,55.8,41.6
FEEDER CATTLE,CHICAGO MERCANTILE EXCHANGE,"April 29, 2025",,Other,0,544,237,381,79,20,-328,116,-435,51,-80,564,188,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NON FAT DRY MILK,CHICAGO MERCANTILE EXCHANGE,"April 29, 2025",,All,10897,426,304,261,0,16,31,2,-4,1,-4,218,-26,8617,6718,138,1078,426,98,157,147,18,1142,523,27.0,18.0,,4.0,4.0,,,,,9.0,8.0,49.1,42.1,60.2,62.1,49.1,36.9,60.2,53.4
NON FAT DRY MILK,CHICAGO MERCANTILE EXCHANGE,"April 29, 2025",,Old,10897,426,304,261,0,16,31,2,-4,1,-4,218,-26,8617,6718,138,1078,426,98,157,147,18,1142,523,27.0,18.0,,4.0,4.0,,,,,9.0,8.0,49.1,42.1,60.2,62.1,49.1,36.9,60.2,53.4
NON FAT DRY MILK,CHICAGO MERCANTILE EXCHANGE,"April 29, 2025",,Other,0,426,304,261,0,16,31,2,-4,1,-4,218,-26,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CME MILK IV,CHICAGO MERCANTILE EXCHANGE,"April 29, 2025",,All,20091,994,362,827,437,0,-10,-13,-121,104,14,226,39,11035,11631,6856,0,249,263,1710,497,222,4811,404,27.0,27.0,4.0,0.0,,,12.0,,,9.0,7.0,49.0,37.4,73.7,55.9,47.7,36.3,71.4,53.0
CME MILK IV,CHICAGO MERCANTILE EXCHANGE,"April 29, 2025",,Old,20091,994,362,827,437,0,-10,-13,-121,104,14,226,39,11035,11631,6856,0,249,263,1710,497,222,4811,404,27.0,27.0,4.0,0.0,,,12.0,,,9.0,7.0,49.0,37.4,73.7,55.9,47.7,36.3,71.4,53.0
CME MILK IV,CHICAGO MERCANTILE EXCHANGE,"April 29, 2025",,Other,0,994,362,827,437,0,-10,-13,-121,104,14,226,39,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOYBEANS,CHICAGO BOARD OF TRADE,"April 29, 2025",,All,752688,-60353,-38441,-30434,-449,-932,-4752,-1722,-7405,-1585,-5646,-3752,-6369,234187,389261,131956,15858,12682,134677,75749,93986,49490,48945,54401,139.0,187.0,27.0,11.0,18.0,70.0,47.0,68.0,52.0,72.0,67.0,13.3,17.8,22.4,26.9,9.0,14.7,15.7,20.9
SOYBEANS,CHICAGO BOARD OF TRADE,"April 29, 2025",,Old,417116,-60353,-38441,-30434,-449,-932,-4752,-1722,-7405,-1585,-5646,-3752,-6369,128005,232830,78791,6815,1507,115434,66591,25156,38894,41571,7154,95.0,157.0,26.0,12.0,5.0,59.0,50.0,42.0,49.0,68.0,26.0,20.8,23.9,32.4,36.4,20.2,22.8,31.6,31.6
SOYBEANS,CHICAGO BOARD OF TRADE,"April 29, 2025",,Other,335572,-60353,-38441,-30434,-449,-932,-4752,-1722,-7405,-1585,-5646,-3752,-6369,106182,156431,56328,12206,8012,63946,53861,24127,31501,28279,26342,101.0,152.0,21.0,12.0,14.0,48.0,32.0,33.0,46.0,47.0,35.0,11.1,21.6,19.8,29.0,9.1,16.7,15.6,22.7
SOYBEAN OIL,CHICAGO BOARD OF TRADE,"April 29, 2025",,All,547896,-13015,-23966,-8572,735,-904,1356,14776,6413,-6313,2868,1457,-6564,124310,308073,116490,13371,11114,110064,46029,73802,41024,34894,35098,76.0,86.0,22.0,7.0,19.0,76.0,27.0,56.0,25.0,46.0,40.0,12.3,21.9,20.5,32.8,10.5,19.3,17.5,28.2
SOYBEAN OIL,CHICAGO BOARD OF TRADE,"April 29, 2025",,Old,339811,-13015,-23966,-8572,735,-904,1356,14776,6413,-6313,2868,1457,-6564,83135,179672,54154,11428,5324,102005,63412,22302,43881,32744,5281,66.0,79.0,20.0,9.0,11.0,66.0,38.0,35.0,36.0,35.0,23.0,14.0,18.8,24.0,30.5,13.9,16.6,22.9,27.1
SOYBEAN OIL,CHICAGO BOARD OF TRADE,"April 29, 2025",,Other,208085,-13015,-23966,-8572,735,-904,1356,14776,6413,-6313,2868,1457,-6564,41175,128401,66368,5975,1758,48542,23100,11017,9905,14912,17055,53.0,56.0,19.0,7.0,6.0,42.0,16.0,20.0,24.0,25.0,24.0,15.2,32.0,26.6,48.6,15.0,28.9,25.8,42.3
SOYBEAN MEAL,CHICAGO BOARD OF TRADE,"April 29, 2025",,All,17766,1510,497,713,180,573,-4,319,0,-40,418,108,150,11695,9861,570,3225,800,899,0,260,1672,1740,1830,6.0,8.0,,4.0,,,0.0,,4.0,,,71.7,74.4,84.7,90.7,54.3,48.9,61.4,57.6
SOYBEAN MEAL,CHICAGO BOARD OF TRADE,"April 29, 2025",,Old,17766,1510,497,713,180,573,-4,319,0,-40,418,108,150,11695,9861,570,3225,800,899,0,260,1672,1740,1830,6.0,8.0,,4.0,,,0.0,,4.0,,,71.7,74.4,84.7,90.7,54.3,48.9,61.4,57.6
SOYBEAN MEAL,CHICAGO BOARD OF TRADE,"April 29, 2025",,Other,0,1510,497,713,180,573,-4,319,0,-40,418,108,150,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANOLA,ICE FUTURES U.S.,"April 29, 2025",,All,222908,11098,-6626,14216,-1223,-101,-353,9921,-7468,3960,3372,-695,2350,86492,154381,7778,8927,376,93815,27511,12861,14055,11069,6218,30.0,50.0,7.0,,4.0,72.0,19.0,25.0,41.0,60.0,22.0,33.4,36.5,47.0,56.0,31.9,35.4,42.0,54.5
CANOLA,ICE FUTURES U.S.,"April 29, 2025",,Old,144799,11098,-6626,14216,-1223,-101,-353,9921,-7468,3960,3372,-695,2350,41868,102160,5540,2046,0,84015,31267,1931,10500,6616,0,23.0,36.0,6.0,,0.0,67.0,22.0,10.0,43.0,35.0,0.0,26.5,45.3,43.7,65.5,26.4,44.4,43.5,64.7
CANOLA,ICE FUTURES U.S.,"April 29, 2025",,Other,78109,11098,-6626,14216,-1223,-101,-353,9921,-7468,3960,3372,-695,2350,44624,52221,2438,7081,176,19307,5751,1423,5453,6351,4320,15.0,36.0,,4.0,,22.0,8.0,10.0,17.0,49.0,10.0,57.0,43.8,69.5,60.6,53.7,42.7,63.0,56.6
COTTON NO. 2,ICE FUTURES U.S.,"April 29, 2025",,All,210605,-7086,768,5057,-8101,849,609,3660,-7357,-4868,887,-1436,-474,47238,73117,50953,10681,3197,34844,63001,23940,30500,14081,9008,53.0,42.0,25.0,8.0,14.0,44.0,73.0,58.0,41.0,34.0,35.0,11.7,17.6,19.9,25.4,10.8,15.1,18.3,22.2
COTTON NO. 2,ICE FUTURES U.S.,"April 29, 2025",,Old,105592,-7086,768,5057,-8101,849,609,3660,-7357,-4868,887,-1436,-474,20607,24373,19797,2594,540,32097,49216,7718,18767,11514,107,40.0,24.0,21.0,9.0,,45.0,64.0,36.0,35.0,32.0,,16.9,17.4,28.1,27.5,15.0,17.4,26.2,27.3
COTTON NO. 2,ICE FUTURES U.S.,"April 29, 2025",,Other,105013,-7086,768,5057,-8101,849,609,3660,-7357,-4868,887,-1436,-474,26631,48744,33260,10191,553,15717,26755,3252,18019,8853,2615,36.0,39.0,19.0,10.0,5.0,31.0,42.0,23.0,34.0,24.0,20.0,15.7,28.0,26.4,40.3,15.6,27.4,26.1,39.4
FRZN CONCENTRATED ORANGE JUICE,ICE FUTURES U.S.,"April 29, 2025",,All,8658,-109,-292,-509,-8,-38,20,-2,168,1,264,-4,62,1990,5497,476,6,25,1906,1086,10,2465,99,317,9.0,6.0,,,,6.0,9.0,,9.0,,5.0,32.1,50.9,50.5,68.9,32.1,47.9,49.7,64.1
FRZN CONCENTRATED ORANGE JUICE,ICE FUTURES U.S.,"April 29, 2025",,Old,8352,-109,-292,-509,-8,-38,20,-2,168,1,264,-4,62,1833,5352,476,9,22,1906,1086,10,2494,97,218,9.0,6.0,,,,6.0,9.0,,9.0,,4.0,32.2,51.0,51.1,69.7,32.1,48.3,50.8,65.0
FRZN CONCENTRATED ORANGE JUICE,ICE FUTURES U.S.,"April 29, 2025",,Other,306,-109,-292,-509,-8,-38,20,-2,168,1,264,-4,62,157,145,3,0,0,0,0,0,68,99,2,,,,0.0,0.0,0.0,0.0,0.0,,4.0,,73.5,78.8,75.2,80.4,73.5,78.1,74.5,79.7
COCOA,ICE FUTURES U.S.,"April 29, 2025",,All,89727,2808,-326,2122,-144,146,-131,1829,499,544,396,-49,308,24921,44897,8713,10445,1684,19939,4676,11767,7398,5309,5825,28.0,26.0,14.0,6.0,10.0,46.0,10.0,29.0,21.0,13.0,17.0,17.4,30.8,26.9,48.4,11.1,25.4,17.5,37.3
COCOA,ICE FUTURES U.S.,"April 29, 2025",,Old,59401,2808,-326,2122,-144,146,-131,1829,499,544,396,-49,308,17375,28699,6128,8121,245,16756,9760,2949,7081,3556,1868,26.0,23.0,13.0,6.0,4.0,44.0,14.0,24.0,22.0,11.0,12.0,16.1,43.7,25.9,59.2,11.2,42.8,19.8,53.8
COCOA,ICE FUTURES U.S.,"April 29, 2025",,Other,30326,2808,-326,2122,-144,146,-131,1829,499,544,396,-49,308,7546,16198,3117,2856,907,9753,1486,2248,3516,4952,758,19.0,20.0,12.0,4.0,4.0,21.0,7.0,9.0,13.0,8.0,9.0,29.2,37.5,43.1,57.0,23.6,37.5,35.9,54.8
SUGAR NO. 11,ICE FUTURES U.S.,"April 29, 2025",,All,814178,-16115,-21049,-8750,1203,-8886,1126,-2212,5960,810,5962,-7740,-1184,302211,341659,111445,106709,31222,136401,92698,77728,60427,65365,38335,62.0,55.0,14.0,11.0,16.0,47.0,38.0,50.0,33.0,13.0,28.0,17.7,23.3,27.5,37.3,9.3,16.4,15.4,25.3
SUGAR NO. 11,ICE FUTURES U.S.,"April 29, 2025",,Old,814178,-16115,-21049,-8750,1203,-8886,1126,-2212,5960,810,5962,-7740,-1184,302211,341659,111445,106709,31222,136401,92698,77728,60427,65365,38335,62.0,55.0,14.0,11.0,16.0,47.0,38.0,50.0,33.0,13.0,28.0,17.7,23.3,27.5,37.3,9.3,16.4,15.4,25.3
SUGAR NO. 11,ICE FUTURES U.S.,"April 29, 2025",,Other,0,-16115,-21049,-8750,1203,-8886,1126,-2212,5960,810,5962,-7740,-1184,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COFFEE C,ICE FUTURES U.S.,"April 29, 2025",,All,155503,9497,-3259,4206,456,1853,-741,7877,396,1895,313,-439,1827,35377,68974,18089,36686,4100,49108,4704,17757,10297,5412,11641,73.0,82.0,13.0,23.0,17.0,85.0,15.0,45.0,41.0,35.0,42.0,11.8,20.7,21.0,33.8,10.0,19.1,17.3,28.5
COFFEE C,ICE FUTURES U.S.,"April 29, 2025",,Old,111445,9497,-3259,4206,456,1853,-741,7877,396,1895,313,-439,1827,22485,48215,13552,27132,1859,38191,7684,11427,11710,5091,4866,57.0,81.0,12.0,24.0,11.0,76.0,25.0,35.0,41.0,36.0,25.0,14.1,24.4,23.4,34.7,12.2,21.7,20.0,30.8
COFFEE C,ICE FUTURES U.S.,"April 29, 2025",,Other,44058,9497,-3259,4206,456,1853,-741,7877,396,1895,313,-439,1827,12892,20759,5532,10549,1246,14918,1021,2329,3157,4891,2205,58.0,51.0,16.0,16.0,9.0,39.0,10.0,13.0,20.0,24.0,16.0,21.8,25.0,35.3,41.0,17.1,23.4,28.4,35.8
